Breakdown,Value,ticker
zip,6008,BOE.AX
sector,Basic Materials,BOE.AX
longBusinessSummary,"Boss Energy Limited explores for, develops, and produces uranium deposits in Australia. It holds a 100% interest in the Honeymoon uranium project covering an area of approximately 2,595 square kilometers located in South Australia. The company was formerly known as Boss Resources Limited and changed its name to Boss Energy Limited in November 2020. Boss Energy Limited was incorporated in 2005 and is based in Subiaco, Australia.",BOE.AX
city,Subiaco,BOE.AX
phone,61 8 6263 4494,BOE.AX
state,WA,BOE.AX
compensationAsOfEpochDate,1640908800,BOE.AX
country,Australia,BOE.AX
website,https://www.bossenergy.com,BOE.AX
maxAge,86400,BOE.AX
address1,234 Churchill Avenue,BOE.AX
industry,Other Industrial Metals & Mining,BOE.AX
address2,Suite 3 Churchill Court,BOE.AX
