Breakdown,Value,ticker
zip,4304,CAA.AX
sector,Basic Materials,CAA.AX
fullTimeEmployees,800,CAA.AX
longBusinessSummary,"Capral Limited manufactures, markets, and distributes fabricated and semi-fabricated aluminum related products in Australia. The company offers windows and doors, curtain walls, thermal breaks, and louvre frames; sunshades; security doors and windows; shower enclosures; wardrobes; and home improvement systems for commercial, architectural, residential, cladding, drain solution, trickle vent, bushfire, home renovation, solar rail, facade solution, cyclonic solution, education, accessibility, and walkways and guardrail applications. It also supplies aluminum plates, sheets, and treadplates; geometric shapes, including angles, channels, tee sections, flat bars, rectangular hollows, square hollows and solids, tube, round bar, and machine rods; extrusions products, such as moulds and trims, signage, and qubelok; and fencing and screening posts, seating and seating accessories, and scaffold planks to the marine, transport, building, resources, and signage industries. The company offers its products under the Futureline, AGS, Artisan, Genesis, Urban Plus, Amplimesh, Juralco, Envy, Urban, Urban Residential, Elegance, and Schuco brands. Capral Limited supplies its products to fabricators and distributors, focusing on the residential, commercial, and industrial segments. The company was formerly known as Capral Aluminium Limited and changed its name to Capral Limited in April 2008. Capral Limited was founded in 1936 and is based in Bundamba, Australia.",CAA.AX
city,Bundamba,CAA.AX
phone,61 7 3816 7000,CAA.AX
state,QLD,CAA.AX
compensationAsOfEpochDate,1609372800,CAA.AX
country,Australia,CAA.AX
website,https://www.capral.com.au,CAA.AX
maxAge,86400,CAA.AX
address1,71 Ashburn Road,CAA.AX
fax,61 7 3816 7111,CAA.AX
industry,Aluminum,CAA.AX
