Breakdown,Value,ticker
zip,6005,PLG.AX
sector,Basic Materials,PLG.AX
longBusinessSummary,"Pearl Gull Iron Limited, a minerals exploration company, focuses on exploration and development of iron ore properties. The company holds 100% interests in the M04/235 mining lease; and two miscellaneous licenses L04/102 and L04/103 located at Cockatoo Island, Western Australia. It also has applications for prospecting license P04/299, as well as miscellaneous licenses L04/120, L04/121, L04/122, and L04/123 located at Cockatoo Island, Western Australia. The company was incorporated in 2017 and is based in West Perth, Australia. Pearl Gull Iron Limited is a subsidiary of Cockatoo Iron NL.",PLG.AX
city,West Perth,PLG.AX
phone,61 8 9322 7600,PLG.AX
state,WA,PLG.AX
compensationAsOfEpochDate,1640908800,PLG.AX
country,Australia,PLG.AX
website,https://www.pearlgulliron.com.au,PLG.AX
maxAge,86400,PLG.AX
address1,945 Wellington Street,PLG.AX
industry,Steel,PLG.AX
