Breakdown,Value,ticker
zip,2010,A2B.AX
sector,Technology,A2B.AX
longBusinessSummary,"A2B Australia Limited, together with its subsidiaries, provides technologies and payment services in Australia. The company operates taxi networks serving on demand transport needs. It offers mobility services, including taxi booking, and full taxi fit-outs and repairs; vehicle financing and insurance; and driving training and education services. The company also provides booking, payment, and safety technologies to taxi and private hire business. In addition, it provides payment services, including payment consulting, software, processing, and terminal solutions. Further, the company offers courier services. Additionally, it provides hardware and car sales; school bus route services; and taxi equipment and rental services. The company sells its taxi network services under CAB CHARGE, Silver Service, 13cabs, MTI, Spotto, EFT solutions, and GIRAFFE PAYMENTS brands. A2B Australia Limited was founded in 1976 and is based in Sydney, Australia.",A2B.AX
city,Sydney,A2B.AX
phone,61 2 9332 9222,A2B.AX
state,NSW,A2B.AX
compensationAsOfEpochDate,1640908800,A2B.AX
country,Australia,A2B.AX
website,https://www.a2baustralia.com,A2B.AX
maxAge,86400,A2B.AX
address1,152-162 Riley Street,A2B.AX
industry,Software—Infrastructure,A2B.AX
