Breakdown,Value,ticker
zip,3000,PTG.AX
sector,Technology,PTG.AX
fullTimeEmployees,103,PTG.AX
longBusinessSummary,"PropTech Group Limited invests in, develops, and sells real estate software to real estate agencies and investors through various platforms in Australia, New Zealand, and the United Kingdom. The company operates through Business to Consumers and Business to Business segments. It offers residential and commercial CRM, property management, inspections, marketing automation, agent and agency websites, data and analytics, integrations, and security and privacy products. The company was formerly known as Real Estate Investor Group Limited and changed its name to PropTech Group Limited in October 17, 2020. PropTech Group Limited was incorporated in 2009 and is based in Melbourne, Australia.",PTG.AX
city,Melbourne,PTG.AX
state,VIC,PTG.AX
country,Australia,PTG.AX
website,https://proptechgroup.io,PTG.AX
maxAge,86400,PTG.AX
address1,388 Bourke Street,PTG.AX
industry,Software—Application,PTG.AX
address2,Level 7,PTG.AX
