,0,1,ticker
0,Market Cap (intraday),,EPY.AX
1,Enterprise Value,,EPY.AX
2,Trailing P/E,,EPY.AX
3,Forward P/E,,EPY.AX
4,PEG Ratio (5 yr expected),,EPY.AX
5,Price/Sales (ttm),,EPY.AX
6,Price/Book (mrq),,EPY.AX
7,Enterprise Value/Revenue,,EPY.AX
8,Enterprise Value/EBITDA,,EPY.AX
