,0,1,ticker
0,Market Cap (intraday),313.61M,PAR.AX
1,Enterprise Value,243.33M,PAR.AX
2,Trailing P/E,,PAR.AX
3,Forward P/E,,PAR.AX
4,PEG Ratio (5 yr expected),,PAR.AX
5,Price/Sales (ttm),13.46k,PAR.AX
6,Price/Book (mrq),4.01,PAR.AX
7,Enterprise Value/Revenue,11.84k,PAR.AX
8,Enterprise Value/EBITDA,-7.15,PAR.AX
