,0,1,ticker
0,Market Cap (intraday),,IFT.AX
1,Enterprise Value,,IFT.AX
2,Trailing P/E,,IFT.AX
3,Forward P/E,,IFT.AX
4,PEG Ratio (5 yr expected),,IFT.AX
5,Price/Sales (ttm),,IFT.AX
6,Price/Book (mrq),,IFT.AX
7,Enterprise Value/Revenue,,IFT.AX
8,Enterprise Value/EBITDA,,IFT.AX
