Breakdown,Value,ticker
zip,3392,ATR.AX
sector,Basic Materials,ATR.AX
longBusinessSummary,"Astron Corporation Limited operates as a mineral sands mining and production company. It operates through Donald Mineral Sands, China, and Senegal segments. It primarily focuses on the development of the Donald Mineral Sands and Rare Earth Project in regional Victoria. The company is also involved in the operation of titanium-based materials processing activities, including a mineral separation plant at Yingkou, China; and procurement and trading activities, as well as the evaluation and advancement of downstream applications for zircon and titanium. It operates in Australia, China, and internationally. The company was incorporated in 2011 and is based in Minyip, Australia. Astron Corporation Limited is a subsidiary of Kobe Investments Ltd.",ATR.AX
city,Minyip,ATR.AX
phone,61 3 5385 7088,ATR.AX
state,VIC,ATR.AX
compensationAsOfEpochDate,1640908800,ATR.AX
country,Australia,ATR.AX
website,https://www.astronlimited.com.au,ATR.AX
maxAge,86400,ATR.AX
address1,73 Main Street,ATR.AX
fax,61 3 5385 7050,ATR.AX
industry,Other Industrial Metals & Mining,ATR.AX
