Breakdown,Value,ticker
zip,3004,AAP.AX
sector,Consumer Defensive,AAP.AX
longBusinessSummary,"Australian Agricultural Projects Ltd operates and manages olive groves in Boort, Victoria. It produces and sells extra virgin olive oil. The company was formerly known as Redisland Australia Limited and changed its name to Australian Agricultural Projects Ltd in February 2013. Australian Agricultural Projects Ltd was incorporated in 2003 and is headquartered in Melbourne, Australia.",AAP.AX
city,Melbourne,AAP.AX
phone,61 4 1700 1446,AAP.AX
state,VIC,AAP.AX
compensationAsOfEpochDate,1640908800,AAP.AX
country,Australia,AAP.AX
website,https://www.voopl.com.au,AAP.AX
maxAge,86400,AAP.AX
address1,456 St Kilda Road,AAP.AX
industry,Farm Products,AAP.AX
address2,Suite 14,AAP.AX
