,0,1,ticker
0,Market Cap (intraday),42.77M,MDC.AX
1,Enterprise Value,31.03M,MDC.AX
2,Trailing P/E,,MDC.AX
3,Forward P/E,,MDC.AX
4,PEG Ratio (5 yr expected),,MDC.AX
5,Price/Sales (ttm),8.38,MDC.AX
6,Price/Book (mrq),2.82,MDC.AX
7,Enterprise Value/Revenue,7.05,MDC.AX
8,Enterprise Value/EBITDA,-2.71,MDC.AX
