Breakdown,Value,ticker
zip,6021,SCN.AX
sector,Basic Materials,SCN.AX
longBusinessSummary,"Scorpion Minerals Limited engages in the exploration of mineral resources in Australia. The company holds a 100% interest in Mt Mulcahy Copper project located in the Murchison, Western Australia. It holds 100% interests in the Pharos Gold and Base Metals Project located in the Murchison, Western Australia. The company was formerly known as Pegasus Metals Limited and changed its name to Scorpion Minerals Limited in November 2018. Scorpion Minerals Limited was incorporated in 2005 and is based in Balcatta, Australia.",SCN.AX
city,Balcatta,SCN.AX
phone,61 8 6241 1877,SCN.AX
state,WA,SCN.AX
compensationAsOfEpochDate,1640908800,SCN.AX
country,Australia,SCN.AX
website,https://www.scorpionminerals.com.au,SCN.AX
maxAge,86400,SCN.AX
address1,24 Mumford Place,SCN.AX
fax,61 8 6241 1811,SCN.AX
industry,Other Precious Metals & Mining,SCN.AX
address2,Level 1,SCN.AX
