Breakdown,Value,ticker
zip,2060,KPG.AX
sector,Industrials,KPG.AX
longBusinessSummary,"Kelly Partners Group Holdings Limited provides chartered accounting and other professional services to private businesses and clients, owners, families, and high net worth individuals in Australia. The company operates through two segments, Accounting and Other Services. It offers audits; business, and personal and investment structures; cloud accounting; corporate and management; estate planning and management; family law assistance; accounting; outsourced CFO; payroll; philanthropic; strata accounting and tax; ATO investigation and dispute; and taxation advice and compliance services. The company also provides tax services, including ATO audits, disclosures, investigations, and tax disputes; capital inflows and outflows; mergers and acquisitions; funds management and managed; investment trusts; structuring, negotiation, and tax legal advices; international tax for inbound and outbound investment; cross-border transactions; tax structuring; trust structures and joint ventures; and solutions, succession planning, and family offices. In addition, it provides private wealth investment; property; mortgages and finance; foreign exchange; alternative investment; and insurance services. Further, the company offers estate services that include assessment and ongoing performance reviews of investment managers; administrative functions, such as bookkeeping, bill paying, and mail management; financial oversight of illiquid financial assets; monthly report of family/estate activities; critical document management; daily management of liquid financial assets; facilitation of estate planning; family governance structures, education, and intergenerational planning; and philanthropy advisory. Additionally, it provides corporate secretarial, financial broking, and all other non-accounting services. The company was founded in 2006 and is headquartered in North Sydney, Australia.",KPG.AX
city,North Sydney,KPG.AX
phone,61 2 9923 0800,KPG.AX
state,NSW,KPG.AX
compensationAsOfEpochDate,1640908800,KPG.AX
country,Australia,KPG.AX
website,https://kellypartnersgroup.com.au,KPG.AX
maxAge,86400,KPG.AX
address1,32 Walker Street,KPG.AX
fax,61 2 9923 0888,KPG.AX
industry,Specialty Business Services,KPG.AX
address2,Level 8,KPG.AX
