,0,1,ticker
0,Market Cap (intraday),168.12M,GOW.AX
1,Enterprise Value,,GOW.AX
2,Trailing P/E,16.23,GOW.AX
3,Forward P/E,,GOW.AX
4,PEG Ratio (5 yr expected),,GOW.AX
5,Price/Sales (ttm),2.37,GOW.AX
6,Price/Book (mrq),0.86,GOW.AX
7,Enterprise Value/Revenue,4.40,GOW.AX
8,Enterprise Value/EBITDA,13.51,GOW.AX
