Breakdown,2021-06-30 00:00:00,ticker
changeToLiabilities,110443,PBL.AX
totalCashFromFinancingActivities,800666,PBL.AX
issuanceOfStock,800000,PBL.AX
netIncome,-252212,PBL.AX
changeInCash,687056,PBL.AX
totalCashFromOperatingActivities,-113611,PBL.AX
changeToAccountReceivables,-3288,PBL.AX
otherCashflowsFromFinancingActivities,667,PBL.AX
changeToNetincome,31447,PBL.AX
