Breakdown,2021-06-30 00:00:00,ticker
totalLiab,82832,PBL.AX
totalStockholderEquity,434927,PBL.AX
totalAssets,517759,PBL.AX
commonStock,600001,PBL.AX
retainedEarnings,-189159,PBL.AX
treasuryStock,24085,PBL.AX
cash,515293,PBL.AX
totalCurrentLiabilities,82832,PBL.AX
otherStockholderEquity,24085,PBL.AX
totalCurrentAssets,517759,PBL.AX
netTangibleAssets,434927,PBL.AX
netReceivables,2466,PBL.AX
accountsPayable,82832,PBL.AX
