,0,1,ticker
0,Market Cap (intraday),,PBL.AX
1,Enterprise Value,,PBL.AX
2,Trailing P/E,,PBL.AX
3,Forward P/E,,PBL.AX
4,PEG Ratio (5 yr expected),,PBL.AX
5,Price/Sales (ttm),,PBL.AX
6,Price/Book (mrq),,PBL.AX
7,Enterprise Value/Revenue,,PBL.AX
8,Enterprise Value/EBITDA,,PBL.AX
