Breakdown,Value,ticker
zip,6005,TON.AX
sector,Basic Materials,TON.AX
longBusinessSummary,"Triton Minerals Limited primarily engages in the mining, exploration, and development of graphite projects in Mozambique. Its flagship project is the Ancuabe Graphite Project located in north eastern Mozambique. The company also explores for vanadium deposits. The company was formerly known as Triton Gold Limited and changed its name to Triton Minerals Limited in February 2013. Triton Minerals Limited was founded in 2006 and is based in West Perth, Australia.",TON.AX
city,West Perth,TON.AX
phone,61 8 6381 9050,TON.AX
state,WA,TON.AX
country,Australia,TON.AX
website,https://www.tritonminerals.com,TON.AX
maxAge,86400,TON.AX
address1,34 Colin Street,TON.AX
fax,61 8 6489 2556,TON.AX
industry,Other Industrial Metals & Mining,TON.AX
address2,1st Floor,TON.AX
