Breakdown,Value,ticker
zip,2060,BIR.AX
sector,Financial Services,BIR.AX
longBusinessSummary,"BIR Financial Limited, through its subsidiary, Pulse Markets Pty Ltd, operates as a financial services company in Australia. Its services include transacting equities and derivatives, and raising capital to institutional, corporate, and private clients. The company was formerly known as Birrabong Corporation Limited and changed its name to BIR Financial Limited in June 2018. BIR Financial Limited was incorporated in 1996 and is based in North Sydney, Australia.",BIR.AX
city,North Sydney,BIR.AX
phone,61 2 9386 0500,BIR.AX
state,NSW,BIR.AX
compensationAsOfEpochDate,1640908800,BIR.AX
country,Australia,BIR.AX
website,https://www.birfinancial.com.au,BIR.AX
maxAge,86400,BIR.AX
address1,141 Walker Street,BIR.AX
industry,Capital Markets,BIR.AX
address2,Level 12,BIR.AX
