Breakdown,Value,ticker
zip,4000,AGE.AX
sector,Basic Materials,AGE.AX
longBusinessSummary,"Alligator Energy Limited engages in the mineral exploration activities in Australia and Italy. The company primarily explores for uranium, nickel, cobalt, copper, and other energy mineral deposits. It holds interests in the Alligator Rivers Uranium Project located in Northern Territory; Samphire Uranium Project situated in Whyalla Region, South Australia; and Big Lake Uranium Project situated in Cooper Basin, South Australia. The company has a strategic relationship with Traxys North America LLC to provide uranium marketing services for future uranium production, long term offtake contracting, project development financing, and assistance in uranium project acquisition opportunities. Alligator Energy Limited was incorporated in 2009 and is headquartered in Brisbane, Australia.",AGE.AX
city,Brisbane,AGE.AX
phone,61 7 3839 3904,AGE.AX
state,QLD,AGE.AX
compensationAsOfEpochDate,1640908800,AGE.AX
country,Australia,AGE.AX
website,https://www.alligatorenergy.com.au,AGE.AX
maxAge,86400,AGE.AX
address1,128 Bowen Street,AGE.AX
fax,61 7 3852 5684,AGE.AX
industry,Other Industrial Metals & Mining,AGE.AX
address2,Suite 2 Spring Hill,AGE.AX
