Breakdown,Value,ticker
zip,6005,KNI.AX
sector,Basic Materials,KNI.AX
longBusinessSummary,"Kuniko Limited engages in the exploration of mineral projects in Scandinavia. The company explores for nickel, cobalt, and copper deposits. It holds interest in the FeÃ¸y nickel project; Skuterud cobalt project; and Copper project, which include VangrÃ¸fta, Undal, and Nyberget mining tenements. The company was formerly known as Koppar Resources Europe Pty Ltd. The company was incorporated in 2017 and is based in Perth, Australia.",KNI.AX
city,Perth,KNI.AX
phone,61 8 6364 5095,KNI.AX
state,WA,KNI.AX
country,Australia,KNI.AX
website,https://kuniko.eu,KNI.AX
maxAge,86400,KNI.AX
address1,Brookfield Place,KNI.AX
industry,Other Industrial Metals & Mining,KNI.AX
address2,Level 11 125 St Georges Terrace,KNI.AX
