,0,1,ticker
0,Market Cap (intraday),125.64M,POD.AX
1,Enterprise Value,123.58M,POD.AX
2,Trailing P/E,,POD.AX
3,Forward P/E,,POD.AX
4,PEG Ratio (5 yr expected),,POD.AX
5,Price/Sales (ttm),,POD.AX
6,Price/Book (mrq),9.73,POD.AX
7,Enterprise Value/Revenue,,POD.AX
8,Enterprise Value/EBITDA,-106.72,POD.AX
