Breakdown,Value,ticker
zip,6008,AMD.AX
sector,Basic Materials,AMD.AX
longBusinessSummary,"Arrow Minerals Limited engages in the mineral exploration in Burkina Faso and Western Australia. It primarily explores for gold, lithium, nickel, and copper deposits. The company holds a 100% interest in the Strickland Gold project covering an area of 1,150 square kilometers of exploration licenses located in the Eastern Goldfields; a 100% interest in the Malinda Lithium project comprising an area of approximately 600 square kilometers of exploration licenses in the Gascoyne Region of Western Australia; and a 10% interest in the Plumridge Nickel project covering an area of approximately 1,880 square kilometers located in Fraser Range province. It also holds interests in the Divole East project covering an area of 194 square kilometers of licenses located in the Boromo-Poura Shear Zone; the Boulsa project that consists of 684 square kilometers located in Markoye Fault corridor; the Nako project located in the Southern Boromo; and the Hounde South project comprising of two exploration licenses located in the Southwest Burkina Faso. The company was formerly known as Segue Resources Limited and changed its name to Arrow Minerals Limited in December 2017. Arrow Minerals Limited was incorporated in 2005 and is based in Subiaco, Australia.",AMD.AX
city,Subiaco,AMD.AX
phone,61 8 9383 3330,AMD.AX
state,WA,AMD.AX
compensationAsOfEpochDate,1640908800,AMD.AX
country,Australia,AMD.AX
website,https://arrowminerals.com.au,AMD.AX
maxAge,86400,AMD.AX
address1,63 Hay Street,AMD.AX
fax,61 8 9486 4799,AMD.AX
industry,Other Industrial Metals & Mining,AMD.AX
address2,Suite 5,AMD.AX
