Breakdown,Value,ticker
zip,2000,AGD.AX
sector,Basic Materials,AGD.AX
longBusinessSummary,"Austral Gold Limited, together with its subsidiaries, engages in the exploration and development of gold and silver deposits. Its flagship project is the 100% owned Guanaco/Amancaya gold and silver mine located to the southeast of Antofagasta in Northern Chile. The company also holds a 100% interest in the PingÃ¼ino project situated in Santa Cruz and Casposo mine located in San Juan, Argentina, In addition, it owns 26.46% interest in the Rawhide mine located in Nevada, the United States; and a portfolio of exploration projects situated in the Paleocene Belt, Chile. The company was formerly known as Diamond Rose NL and changed its name to Austral Gold Limited in November 2006.The company was incorporated in 1996 and is based in Sydney, Australia. Austral Gold Limited is a subsidiary of Inversiones Financieras Del Sur SA.",AGD.AX
city,Sydney,AGD.AX
phone,61 2 9380 7233,AGD.AX
state,NSW,AGD.AX
compensationAsOfEpochDate,1609372800,AGD.AX
country,Australia,AGD.AX
website,https://www.australgold.com,AGD.AX
maxAge,86400,AGD.AX
address1,126-130 Phillip Street,AGD.AX
fax,61 2 9251 7455,AGD.AX
industry,Other Precious Metals & Mining,AGD.AX
address2,Level 5,AGD.AX
