Breakdown,Value,ticker
zip,6009,CPH.AX
sector,Healthcare,CPH.AX
longBusinessSummary,"Creso Pharma Limited develops, registers, and commercializes pharmaceutical-grade cannabis, and hemp-based nutraceutical products and treatments for human and animal health in Europe, the Middle East, North America, and the Asia Pacific. The company develops and commercializes therapeutic products; and cultivates and harvests cannabis plants, as well as supplies dried cannabis plant retail products. Its products include anibidiol, a complementary feed product for companion animals; cannaQIX, a nutraceutical product containing hemp oil extract, and vitamins and zinc that reduces stress and supports psychological and nervous functions in humans; and topical and skin care products, which include cannaDOL, a CBD-based topical gel associated with a mixture of cooling and warming essential oils. The company also offers nutraceutical products, such as cannaQIX, a hemp oil-derived food supplement under the Cannamics brand. Creso Pharma Limited was incorporated in 2015 and is headquartered in Nedlands, Australia.",CPH.AX
city,Nedlands,CPH.AX
phone,61 8 9389 3100,CPH.AX
state,WA,CPH.AX
compensationAsOfEpochDate,1609372800,CPH.AX
country,Australia,CPH.AX
website,https://www.cresopharma.com,CPH.AX
maxAge,86400,CPH.AX
address1,145 Stirling Highway,CPH.AX
fax,61 8 9389 3199,CPH.AX
industry,Drug Manufacturers—Specialty & Generic,CPH.AX
address2,Suite 5 CPC 300 Barangaroo Avenue Barangaroo,CPH.AX
