Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
researchDevelopment,,,,,AL8.AX
effectOfAccountingCharges,,,,,AL8.AX
incomeBeforeTax,-2049435,-1702261,-4167457,-6706218,AL8.AX
minorityInterest,,,,,AL8.AX
netIncome,-2049435,-1702261,-4167457,-6706218,AL8.AX
sellingGeneralAdministrative,762597,1141509,2273653,3144277,AL8.AX
grossProfit,0,-227426,-120160,-258162,AL8.AX
ebit,-2053968,-1689907,-4176578,-6626631,AL8.AX
operatingIncome,-2053968,-1689907,-4176578,-6626631,AL8.AX
otherOperatingExpenses,,,,-11145.0,AL8.AX
interestExpense,-1816,-12480,-2091,-5661,AL8.AX
extraordinaryItems,,,,,AL8.AX
nonRecurring,,,,,AL8.AX
otherItems,,,,,AL8.AX
incomeTaxExpense,0,0,0,0,AL8.AX
totalRevenue,0,0,0,0,AL8.AX
totalOperatingExpenses,2053968,1689907,4176578,6626631,AL8.AX
costOfRevenue,0,227426,120160,258162,AL8.AX
totalOtherIncomeExpenseNet,4533,-12354,9121,-79587,AL8.AX
discontinuedOperations,,,,,AL8.AX
netIncomeFromContinuingOps,-2049435,-1702261,-4167457,-6706218,AL8.AX
netIncomeApplicableToCommonShares,-2049435,-1702261,-4167457,-6706218,AL8.AX
