,0,1,ticker
0,Market Cap (intraday),110.52M,MEP.AX
1,Enterprise Value,107.39M,MEP.AX
2,Trailing P/E,,MEP.AX
3,Forward P/E,,MEP.AX
4,PEG Ratio (5 yr expected),,MEP.AX
5,Price/Sales (ttm),,MEP.AX
6,Price/Book (mrq),9.03,MEP.AX
7,Enterprise Value/Revenue,-76.61,MEP.AX
8,Enterprise Value/EBITDA,-35.11,MEP.AX
