Breakdown,Value,ticker
zip,6005,NWM.AX
sector,Basic Materials,NWM.AX
longBusinessSummary,"Norwest Minerals Limited explores for and develops mineral properties in Western Australia. The company explores for nickel, copper, zinc, gold, and lead deposits. Its principal projects include 100% owned the Bulgera gold project comprising two granted exploration licenses covering an area of 36.8 square kilometers located in the Plutonic Well Greenstone Belt of Western Australia; 100% owned the Bali copper project covering an area of 41 square kilometers with five prospects identified along the 8-kilometre northwest trending Bali shear zone located to the west of Paraburdoo in Western Australia; and 83% owned the Arunta West gold and copper project covering an area of 840 square kilometers located in Western Australia. The company was incorporated in 2017 and is headquartered in West Perth, Australia.",NWM.AX
city,West Perth,NWM.AX
phone,61 8 6117 0457,NWM.AX
state,WA,NWM.AX
compensationAsOfEpochDate,1640908800,NWM.AX
country,Australia,NWM.AX
website,https://norwestminerals.com.au,NWM.AX
maxAge,86400,NWM.AX
address1,7 Ventnor Avenue,NWM.AX
industry,Gold,NWM.AX
address2,1st Floor Suite 1a,NWM.AX
