Breakdown,Value,ticker
zip,3131,LML.AX
sector,Basic Materials,LML.AX
longBusinessSummary,"Lincoln Minerals Limited engages in the exploration and development of mineral properties in Australia. The company explores for graphite, copper, gold, iron ore, magnetite, hematite, zinc, lead, and silver deposits. Its flagship project is the Kookaburra Gully graphite project located on the Eyre Peninsula of South Australia. The company was incorporated in 1974 and is based in Melbourne, Australia.",LML.AX
city,Melbourne,LML.AX
phone,61 3 9191 4007,LML.AX
state,VIC,LML.AX
compensationAsOfEpochDate,1609372800,LML.AX
country,Australia,LML.AX
website,https://www.lincolnminerals.com.au,LML.AX
maxAge,86400,LML.AX
address1,353 Burwood Highway,LML.AX
fax,61 3 9191 4000,LML.AX
industry,Other Industrial Metals & Mining,LML.AX
address2,Forrest Hill,LML.AX
