,0,1,ticker
0,Market Cap (intraday),74.06M,SB2.AX
1,Enterprise Value,,SB2.AX
2,Trailing P/E,4.13,SB2.AX
3,Forward P/E,,SB2.AX
4,PEG Ratio (5 yr expected),,SB2.AX
5,Price/Sales (ttm),2.88,SB2.AX
6,Price/Book (mrq),0.76,SB2.AX
7,Enterprise Value/Revenue,,SB2.AX
8,Enterprise Value/EBITDA,,SB2.AX
