Breakdown,Value,ticker
zip,3000,SB2.AX
sector,Financial Services,SB2.AX
longBusinessSummary,"Salter Brothers Emerging Companies Limited, an investment company, focuses on a portfolio of investment opportunities, primarily in Australian listed and unlisted securities. The company was incorporated in 2020 and is based in Melbourne, Australia.",SB2.AX
city,Melbourne,SB2.AX
phone,61 3 9258 2100,SB2.AX
state,VIC,SB2.AX
country,Australia,SB2.AX
website,https://www.salterbrothersemergingcompanies.com.au,SB2.AX
maxAge,86400,SB2.AX
address1,Level 9,SB2.AX
industry,Asset Management,SB2.AX
address2,477 Collins Street,SB2.AX
