Breakdown,Value,ticker
zip,6005,XTC.AX
sector,Basic Materials,XTC.AX
longBusinessSummary,"Xantippe Resources Limited engages in the exploration and evaluation of mineral properties in Western Australia. Its flagship exploration project is the Southern Cross gold project located in Western Australia. The company was formerly known as Peninsula Mines Limited and changed its name to Xantippe Resources Limited in January 2020. Xantippe Resources Limited was incorporated in 2006 and is based in West Perth, Australia.",XTC.AX
city,West Perth,XTC.AX
phone,61 8 6143 1840,XTC.AX
state,WA,XTC.AX
compensationAsOfEpochDate,1640908800,XTC.AX
country,Australia,XTC.AX
website,https://www.xantippe.com.au,XTC.AX
maxAge,86400,XTC.AX
address1,20 Kings Park Road,XTC.AX
fax,+61 8 93214692,XTC.AX
industry,Other Industrial Metals & Mining,XTC.AX
address2,Ground Floor,XTC.AX
