Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
researchDevelopment,1382770,1468334,758907,1063008,CSX.AX
effectOfAccountingCharges,,,,,CSX.AX
incomeBeforeTax,15956791,7280739,-1064292,-1096656,CSX.AX
minorityInterest,,,,,CSX.AX
netIncome,11387122,5922149,-1064292,-1096656,CSX.AX
sellingGeneralAdministrative,19650549,12788719,8265880,6035695,CSX.AX
grossProfit,38382019,21032214,7299407,5054095,CSX.AX
ebit,16325530,7320766,-1073711,-1010910,CSX.AX
operatingIncome,16325530,7320766,-1073711,-1010910,CSX.AX
otherOperatingExpenses,-157039,-975920,-901827,-1269433,CSX.AX
interestExpense,-113353,-99470,-56795,-115243,CSX.AX
extraordinaryItems,,,,,CSX.AX
nonRecurring,,,,,CSX.AX
otherItems,,,,,CSX.AX
incomeTaxExpense,4569669,1358590,0,0,CSX.AX
totalRevenue,49925566,28405539,11057846,7723662,CSX.AX
totalOperatingExpenses,33600036,21084773,12131557,8734572,CSX.AX
costOfRevenue,11543547,7373325,3758439,2669567,CSX.AX
totalOtherIncomeExpenseNet,-368739,-40027,9419,-85746,CSX.AX
discontinuedOperations,,,,,CSX.AX
netIncomeFromContinuingOps,11387122,5922149,-1064292,-1096656,CSX.AX
netIncomeApplicableToCommonShares,11387122,5922149,-1064292,-1096656,CSX.AX
