Breakdown,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
totalLiab,50104.0,30000.0,51111.0,NIS.AX
totalStockholderEquity,1015466.0,1041596.0,1041359.0,NIS.AX
otherCurrentLiab,35000.0,30000.0,25000.0,NIS.AX
totalAssets,1065570.0,1071596.0,1092470.0,NIS.AX
commonStock,973753.0,827997.0,706407.0,NIS.AX
retainedEarnings,41713.0,209849.0,331202.0,NIS.AX
cash,1675.0,8418.0,28846.0,NIS.AX
totalCurrentLiabilities,50104.0,30000.0,51111.0,NIS.AX
propertyPlantEquipment,1063000.0,1063000.0,1063000.0,NIS.AX
totalCurrentAssets,2570.0,8596.0,29470.0,NIS.AX
netTangibleAssets,1015466.0,1041596.0,1041359.0,NIS.AX
netReceivables,895.0,178.0,624.0,NIS.AX
treasuryStock,,3750.0,3750.0,NIS.AX
otherStockholderEquity,,3750.0,3750.0,NIS.AX
