Breakdown,Value,ticker
zip,6017,NIS.AX
sector,Basic Materials,NIS.AX
longBusinessSummary,"NickelSearch Limited operates as a nickel sulphide exploration company in Australia. Its flagship project is the Carlingup project located in the Ravensthorpe Greenstone Belt, Western Australia. The company was formerly known as Australasian Mining Limited and changed its name to NickelSearch Limited in August 2021. NickelSearch Limited was incorporated in 2004 and is based in Osborne Park, Australia.",NIS.AX
city,Osborne Park,NIS.AX
phone,61 8 6184 4983,NIS.AX
state,WA,NIS.AX
country,Australia,NIS.AX
website,https://nickelsearch.com,NIS.AX
maxAge,86400,NIS.AX
address1,92 Walters Drive,NIS.AX
fax,61 8 6245 2055,NIS.AX
industry,Other Industrial Metals & Mining,NIS.AX
address2,Suite 14,NIS.AX
