Breakdown,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
changeToLiabilities,5000,5000,4986,NIS.AX
netBorrowings,15104,-26111,21111,NIS.AX
totalCashFromFinancingActivities,99534,65479,126111,NIS.AX
issuanceOfStock,84430,91590,105000,NIS.AX
netIncome,-168136,-121353,-510226,NIS.AX
changeInCash,-6743,-20428,26575,NIS.AX
totalCashFromOperatingActivities,-106277,-85907,-99536,NIS.AX
changeToAccountReceivables,-717,446,-338,NIS.AX
changeToNetincome,57576,30000,406042,NIS.AX
