Breakdown,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
researchDevelopment,,,,NIS.AX
effectOfAccountingCharges,,,,NIS.AX
incomeBeforeTax,-168136,-121353,-510226,NIS.AX
minorityInterest,,,,NIS.AX
netIncome,-168136,-121353,-510226,NIS.AX
sellingGeneralAdministrative,80936,38205,418988,NIS.AX
grossProfit,-82939,-80232,-87964,NIS.AX
ebit,-170454,-120641,-516120,NIS.AX
operatingIncome,-170454,-120641,-516120,NIS.AX
otherOperatingExpenses,,,,NIS.AX
interestExpense,-1432,-712,-64,NIS.AX
extraordinaryItems,,,,NIS.AX
nonRecurring,,,,NIS.AX
otherItems,,,,NIS.AX
incomeTaxExpense,0,0,0,NIS.AX
totalRevenue,65,261,226,NIS.AX
totalOperatingExpenses,170519,120902,516346,NIS.AX
costOfRevenue,83004,80493,88190,NIS.AX
totalOtherIncomeExpenseNet,2318,-712,5894,NIS.AX
discontinuedOperations,,,,NIS.AX
netIncomeFromContinuingOps,-168136,-121353,-510226,NIS.AX
netIncomeApplicableToCommonShares,-168136,-121353,-510226,NIS.AX
