Breakdown,Value,ticker
zip,6159,MPX.AX
sector,Real Estate,MPX.AX
longBusinessSummary,"Mustera Property Group Limited, together with its subsidiaries, operates as a property investment and development company in Australia. It acquires, invests in, develops, rents, and sells residential, commercial, industrial, retail, and mixed-use properties. The company also engages in the fund management activities. Mustera Property Group Limited was incorporated in 2010 and is based in North Fremantle, Australia.",MPX.AX
city,North Fremantle,MPX.AX
phone,61 8 6389 2688,MPX.AX
state,WA,MPX.AX
compensationAsOfEpochDate,1640908800,MPX.AX
country,Australia,MPX.AX
website,https://www.mustera.com.au,MPX.AX
maxAge,86400,MPX.AX
address1,15 McCabe Street,MPX.AX
industry,Real Estate—Development,MPX.AX
