Breakdown,Value,ticker
zip,5067,RNU.AX
sector,Basic Materials,RNU.AX
longBusinessSummary,"Renascor Resources Limited engages in the exploration, development, and evaluation of mineral properties in Australia. The company explores for graphite, copper, gold, uranium, and other minerals. Its flagship project is the Siviour graphite project located in Eyre Peninsula, South Australia. The company was formerly known as Renaissance Uranium Limited and changed its name to Renascor Resources Limited in December 2013. Renascor Resources Limited was incorporated in 2009 and is based in Kent Town, Australia.",RNU.AX
city,Kent Town,RNU.AX
phone,61 8 8363 6989,RNU.AX
state,SA,RNU.AX
compensationAsOfEpochDate,1640908800,RNU.AX
country,Australia,RNU.AX
website,https://www.renascor.com.au,RNU.AX
maxAge,86400,RNU.AX
address1,36 North Terrace,RNU.AX
fax,61 8 8363 4989,RNU.AX
industry,Other Industrial Metals & Mining,RNU.AX
