Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
researchDevelopment,,,,,HPR.AX
effectOfAccountingCharges,,,,,HPR.AX
incomeBeforeTax,-1296628,-1133243,-723967,-363485,HPR.AX
minorityInterest,,,,,HPR.AX
netIncome,-1296837,-1133402,-723967,-363485,HPR.AX
sellingGeneralAdministrative,621358,558370,534490,528754,HPR.AX
grossProfit,452465,617031,656854,270527,HPR.AX
ebit,-497923,-253822,-77642,-360106,HPR.AX
operatingIncome,-497923,-253822,-77642,-360106,HPR.AX
otherOperatingExpenses,50924,44051,46342,20019,HPR.AX
interestExpense,-157920,-206568,-239051,-3379,HPR.AX
extraordinaryItems,,,,,HPR.AX
nonRecurring,,,,,HPR.AX
otherItems,,,,,HPR.AX
incomeTaxExpense,209,159,0,0,HPR.AX
totalRevenue,452465,617031,656854,270527,HPR.AX
totalOperatingExpenses,950388,870853,734496,630633,HPR.AX
costOfRevenue,0,0,0,0,HPR.AX
totalOtherIncomeExpenseNet,-798705,-879421,-646325,-3379,HPR.AX
discontinuedOperations,,,,,HPR.AX
netIncomeFromContinuingOps,-1296837,-1133402,-723967,-363485,HPR.AX
netIncomeApplicableToCommonShares,-1296837,-1133402,-723967,-363485,HPR.AX
