Breakdown,Value,ticker
zip,4350,WGN.AX
sector,Basic Materials,WGN.AX
compensationRisk,8,WGN.AX
auditRisk,8,WGN.AX
longBusinessSummary,"Wagners Holding Company Limited produces and sells construction materials in Australia and internationally. It operates through three segments: Construction Materials & Services, Composite Fibre Technology, and Earth Friendly Concrete segments. The Construction Materials & Services segment primarily provides cement, flyash, ready-mix concrete, precast concrete products, aggregates, and reinforcing steel. It also offers mobile concrete, crushing, and haulage services through medium to long-term contracts. This segment serves customers in the construction, infrastructure, and resources industries. The Composite Fibre Technology segment provides new generation materials. The Earth Friendly Concrete segment offers new generation building material and EFC technology. The company was founded in 1989 and is headquartered in Wellcamp, Australia.",WGN.AX
city,Wellcamp,WGN.AX
phone,61 7 4637 7777,WGN.AX
state,QLD,WGN.AX
shareHolderRightsRisk,1,WGN.AX
compensationAsOfEpochDate,1640908800,WGN.AX
governanceEpochDate,1643673600,WGN.AX
boardRisk,7,WGN.AX
country,Australia,WGN.AX
website,https://www.wagner.com.au,WGN.AX
maxAge,86400,WGN.AX
overallRisk,6,WGN.AX
address1,11 Ballera Court,WGN.AX
industry,Building Materials,WGN.AX
address2,1511 Toowoomba Cecil Plains Road,WGN.AX
