Breakdown,Value,ticker
zip,6005,ACP.AX
sector,Basic Materials,ACP.AX
longBusinessSummary,"Audalia Resources Limited engages in the mineral exploration and evaluation activities in Australia. It holds a 100% interest in Medcalf vanadium, titanium, and iron project with three granted exploration licenses, such as E63/1133, E63/1134, and E63/1855, as well as mining lease M63/656 and miscellaneous license L63/75 covering an area of 38 square kilometers located to the southeast of Perth near Lake Johnston, Western Australia. The company was incorporated in 2010 and is based in West Perth, Australia.",ACP.AX
city,West Perth,ACP.AX
phone,61 8 9321 0715,ACP.AX
state,WA,ACP.AX
compensationAsOfEpochDate,1640908800,ACP.AX
country,Australia,ACP.AX
website,https://www.audalia.com.au,ACP.AX
maxAge,86400,ACP.AX
address1,Office F,ACP.AX
fax,61 8 9321 0721,ACP.AX
industry,Other Industrial Metals & Mining,ACP.AX
address2,Level 1 1139 Hay Street,ACP.AX
