Breakdown,Value,ticker
sector,Industrials,CI1.AX
longBusinessSummary,"Credit Intelligence Limited provides debt restructuring and personal insolvency management services within the credit funding sector operating in Australia, Hong Kong, and Singapore. Its services include bankruptcy administration, and individual voluntary arrangement proposal consultancy and implementation, as well as credit funding for corporate and individuals. The company also provides debt solution services, as well as debt negotiation and mortgage broking services to individuals; and buy now pay later services. Credit Intelligence Limited is based in Central, Hong Kong.",CI1.AX
city,Central,CI1.AX
compensationAsOfEpochDate,1640908800,CI1.AX
country,Hong Kong,CI1.AX
website,https://www.ci1.com.au,CI1.AX
maxAge,86400,CI1.AX
address1,Double Building,CI1.AX
industry,Specialty Business Services,CI1.AX
address2,4th-5th Floor 22 Stanley Street,CI1.AX
