Breakdown,Value,ticker
zip,2060,GCR.AX
sector,Basic Materials,GCR.AX
longBusinessSummary,"Golden Cross Resources Limited primarily engages in the exploration, evaluation, and development of gold and copper properties in Australia. The company also explores for silver, coal, and other base metal deposits. Its flagship property is the 100% owned Copper Hill project located near Molong in central New South Wales. The company was incorporated in 1994 and is based in North Sydney, Australia. Golden Cross Resources Limited is a subsidiary of HQ Mining Resources Holding Pty Ltd.",GCR.AX
city,North Sydney,GCR.AX
phone,61 2 9922 1266,GCR.AX
state,NSW,GCR.AX
compensationAsOfEpochDate,1640908800,GCR.AX
country,Australia,GCR.AX
website,https://www.goldencross.com.au,GCR.AX
maxAge,86400,GCR.AX
address1,66 Berry Street,GCR.AX
fax,61 2 9922 1288,GCR.AX
industry,Other Precious Metals & Mining,GCR.AX
address2,Suite 304,GCR.AX
