Breakdown,2021-06-30 00:00:00,ticker
changeToLiabilities,152050,PFE.AX
totalCashflowsFromInvestingActivities,-71614,PFE.AX
netBorrowings,-21604,PFE.AX
totalCashFromFinancingActivities,3786436,PFE.AX
issuanceOfStock,4124000,PFE.AX
netIncome,-1333288,PFE.AX
changeInCash,3307274,PFE.AX
totalCashFromOperatingActivities,-407548,PFE.AX
otherCashflowsFromFinancingActivities,-315960,PFE.AX
changeToNetincome,773690,PFE.AX
capitalExpenditures,-71614,PFE.AX
