Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
changeToLiabilities,-744944,854318,-320592,128096,CDX.AX
totalCashflowsFromInvestingActivities,363161,-3699113,-2165650,-207494,CDX.AX
netBorrowings,-591005,1531032,2450470,2450470,CDX.AX
totalCashFromFinancingActivities,5285930,2473419,6700732,4304029,CDX.AX
changeToOperatingActivities,82246,-23573,231091,231091,CDX.AX
issuanceOfStock,6385478,1000000,4502199,4834825,CDX.AX
netIncome,-5545597,-3320427,-2979278,-2961225,CDX.AX
changeInCash,1603617,-2919184,2244309,2058600,CDX.AX
effectOfExchangeRate,-56339,5361,5361,385,CDX.AX
totalCashFromOperatingActivities,-3989135,-1698851,-2290773,-2038320,CDX.AX
depreciation,255693,220152,116515,61174,CDX.AX
otherCashflowsFromInvestingActivities,721500,-3490217,-1916386,-202578,CDX.AX
changeToInventory,-184547,-40749,215640,-85301,CDX.AX
changeToAccountReceivables,-26135,-15951,-402052,108664,CDX.AX
otherCashflowsFromFinancingActivities,-508543,-57613,-251937,-530796,CDX.AX
changeToNetincome,2174149,627379,847903,710272,CDX.AX
capitalExpenditures,-71184,-175203,-203849,-4916,CDX.AX
