Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,ticker
researchDevelopment,,,NSM.AX
effectOfAccountingCharges,,,NSM.AX
incomeBeforeTax,-2088746,-556,NSM.AX
minorityInterest,,,NSM.AX
netIncome,-2088746,-556,NSM.AX
sellingGeneralAdministrative,759682,759682,NSM.AX
grossProfit,-120753,0,NSM.AX
ebit,-1301929,-556,NSM.AX
operatingIncome,-1301929,-556,NSM.AX
otherOperatingExpenses,174284,556,NSM.AX
interestExpense,,,NSM.AX
extraordinaryItems,,,NSM.AX
nonRecurring,,,NSM.AX
otherItems,,,NSM.AX
incomeTaxExpense,0,0,NSM.AX
totalRevenue,0,0,NSM.AX
totalOperatingExpenses,1301929,556,NSM.AX
costOfRevenue,120753,0,NSM.AX
totalOtherIncomeExpenseNet,-786817,0,NSM.AX
discontinuedOperations,,,NSM.AX
netIncomeFromContinuingOps,-2088746,-556,NSM.AX
netIncomeApplicableToCommonShares,-2088746,-556,NSM.AX
