Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,ticker
totalLiab,287157.0,3000.0,NSM.AX
totalStockholderEquity,17007967.0,-639.0,NSM.AX
otherCurrentLiab,245091.0,3000.0,NSM.AX
totalAssets,17295124.0,2361.0,NSM.AX
commonStock,18850152.0,10.0,NSM.AX
otherCurrentAssets,30184.0,,NSM.AX
retainedEarnings,-2089395.0,-649.0,NSM.AX
treasuryStock,247210.0,,NSM.AX
otherAssets,60000.0,,NSM.AX
cash,11778344.0,2361.0,NSM.AX
totalCurrentLiabilities,287157.0,3000.0,NSM.AX
otherStockholderEquity,247210.0,,NSM.AX
propertyPlantEquipment,5182972.0,,NSM.AX
totalCurrentAssets,12052152.0,2361.0,NSM.AX
netTangibleAssets,17007967.0,-639.0,NSM.AX
netReceivables,225947.0,,NSM.AX
accountsPayable,16121.0,,NSM.AX
