Breakdown,Value,ticker
zip,6005,ACS.AX
sector,Basic Materials,ACS.AX
longBusinessSummary,"Accent Resources NL engages in the exploration, evaluation, and development of mineral deposits in Western Australia. The company explores for iron ore, gold, base metals, and precious metal deposits. It holds 100% interest in Magnetite Range, an iron magnetite project, which covers an area of approximately 158 square kilometers located in the Shire of Yalgoo; and the Norseman project comprises two mining leases, four prospecting licenses, and one prospecting license application covering an area of approximately 256 hectares situated south of Norseman in the Dundas Mineral Field. The company was incorporated in 2005 and is based in West Perth, Australia. Accent Resources NL operates as a subsidiary of Rich Mark Development Group Pty Ltd.",ACS.AX
city,West Perth,ACS.AX
phone,61 8 9481 3006,ACS.AX
state,WA,ACS.AX
compensationAsOfEpochDate,1640908800,ACS.AX
country,Australia,ACS.AX
website,https://www.accentresources.com.au,ACS.AX
maxAge,86400,ACS.AX
address1,72 Kings Park Road,ACS.AX
industry,Other Industrial Metals & Mining,ACS.AX
address2,Level 2,ACS.AX
