,0,1,ticker
0,Market Cap (intraday),30.84M,AC8.AX
1,Enterprise Value,17.24M,AC8.AX
2,Trailing P/E,,AC8.AX
3,Forward P/E,,AC8.AX
4,PEG Ratio (5 yr expected),,AC8.AX
5,Price/Sales (ttm),291.81,AC8.AX
6,Price/Book (mrq),0.69,AC8.AX
7,Enterprise Value/Revenue,204.08,AC8.AX
8,Enterprise Value/EBITDA,-1.64,AC8.AX
