Breakdown,Value,ticker
zip,6008,PXX.AX
sector,Basic Materials,PXX.AX
fullTimeEmployees,1,PXX.AX
longBusinessSummary,"PolarX Limited engages in the exploration and development of mineral properties in the United States. The company explores for copper, silver, and gold deposits. Its principal property is the Alaska Range project, which comprise Stellar and Caribou Dome project covering an area of approximately 262 square kilometers located in Alaska. The company was incorporated in 1945 and is based in Subiaco, Australia.",PXX.AX
city,Subiaco,PXX.AX
phone,61 8 6465 5500,PXX.AX
state,WA,PXX.AX
compensationAsOfEpochDate,1640908800,PXX.AX
country,Australia,PXX.AX
website,https://www.polarx.com.au,PXX.AX
maxAge,86400,PXX.AX
address1,245 Churchill Avenue,PXX.AX
fax,61 8 6465 5599,PXX.AX
industry,Other Industrial Metals & Mining,PXX.AX
address2,Suite 1,PXX.AX
