Breakdown,Value,ticker
zip,6000,OZG.AX
sector,Financial Services,OZG.AX
longBusinessSummary,"Ozgrowth Limited is a fund launched and managed by Westoz Funds Management Pty Ltd. It invests in public equity markets of Australia. The firm also invests in alternative investment markets. Ozgrowth Limited is based in Perth, Australia.",OZG.AX
city,Perth,OZG.AX
phone,61 8 9321 7877,OZG.AX
state,WA,OZG.AX
country,Australia,OZG.AX
website,https://www.ozgrowth.com.au,OZG.AX
maxAge,86400,OZG.AX
address1,"Level 18, Alluvion",OZG.AX
fax,61 8 9321 8288,OZG.AX
industry,Asset Management,OZG.AX
address2,58 Mounts Bay Road,OZG.AX
