Breakdown,Value,ticker
zip,4000,NHC.AX
sector,Energy,NHC.AX
compensationRisk,6,NHC.AX
auditRisk,9,NHC.AX
longBusinessSummary,"New Hope Corporation Limited explores, develops, produces, and processes coal, and oil and gas properties. It operates through three segments: Coal Mining in Queensland, Coal Mining in New South Wales, and Other. The company holds interests in two open-cut coal mines that produce thermal coal, which include the New Acland project located in north Oakey, Queensland; and the Bengalla mine situated in the Hunter Valley region of New South Wales. It also holds 849 square kilometers of net oil-producing acreage in nine production projects located in the Cooper-Eromanga Basin. In addition, the company engages in the farming, grazing, and land management activities; operation of bulk handling facility; port operation; and logistics and marketing business. It has operations in Japan, China, Taiwan, Chile, Korea, Vietnam, India, Australia, and internationally. The company was incorporated in 1986 and is headquartered in Brisbane, Australia.",NHC.AX
city,Brisbane,NHC.AX
phone,61 7 3418 0500,NHC.AX
state,QLD,NHC.AX
shareHolderRightsRisk,1,NHC.AX
compensationAsOfEpochDate,1640908800,NHC.AX
governanceEpochDate,1632614400,NHC.AX
boardRisk,10,NHC.AX
country,Australia,NHC.AX
website,https://www.newhopegroup.com.au,NHC.AX
maxAge,86400,NHC.AX
overallRisk,9,NHC.AX
address1,175 Eagle Street,NHC.AX
fax,61 7 3418 0355,NHC.AX
industry,Thermal Coal,NHC.AX
address2,Level 16,NHC.AX
