Breakdown,Value,ticker
zip,4000,CCA.AX
sector,Technology,CCA.AX
fullTimeEmployees,80,CCA.AX
longBusinessSummary,"Change Financial Limited, a fintech company, offers payment-as-a-service solutions to businesses and financial institutions in the United States. It provides Change Platform, a card issuing and payment platform. The company was formerly known as ChimpChange Limited and changed its name to Change Financial Limited in July 2017. Change Financial Limited was incorporated in 2011 and is based in Brisbane, Australia.",CCA.AX
city,Brisbane,CCA.AX
phone,61 4 2813 0447,CCA.AX
state,QLD,CCA.AX
compensationAsOfEpochDate,1640908800,CCA.AX
country,Australia,CCA.AX
website,https://www.changefinancial.com,CCA.AX
maxAge,86400,CCA.AX
address1,82 Eagle Street,CCA.AX
industry,Information Technology Services,CCA.AX
address2,Level 11,CCA.AX
