,0,1,ticker
0,Market Cap (intraday),116.54M,MLG.AX
1,Enterprise Value,158.11M,MLG.AX
2,Trailing P/E,6.67,MLG.AX
3,Forward P/E,8.56,MLG.AX
4,PEG Ratio (5 yr expected),,MLG.AX
5,Price/Sales (ttm),0.33,MLG.AX
6,Price/Book (mrq),1.02,MLG.AX
7,Enterprise Value/Revenue,0.62,MLG.AX
8,Enterprise Value/EBITDA,4.19,MLG.AX
