Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,2018-12-31 00:00:00,ticker
totalLiab,9053000.0,6065000.0,5212000.0,OXT.AX
totalStockholderEquity,3851000.0,4258000.0,5043000.0,OXT.AX
deferredLongTermLiab,5834000.0,5372000.0,5428000.0,OXT.AX
otherCurrentLiab,291000.0,262000.0,501000.0,OXT.AX
totalAssets,12904000.0,10323000.0,10255000.0,OXT.AX
commonStock,3697000.0,4331000.0,4861000.0,OXT.AX
otherCurrentAssets,291000.0,262000.0,501000.0,OXT.AX
otherLiab,5000.0,16000.0,74000.0,OXT.AX
treasuryStock,154000.0,-73000.0,182000.0,OXT.AX
otherAssets,5860000.0,5385000.0,5428000.0,OXT.AX
cash,327000.0,103000.0,190000.0,OXT.AX
totalCurrentLiabilities,8475000.0,5104000.0,3792000.0,OXT.AX
deferredLongTermAssetCharges,26000.0,13000.0,,OXT.AX
otherStockholderEquity,154000.0,-73000.0,182000.0,OXT.AX
propertyPlantEquipment,3005000.0,3384000.0,2685000.0,OXT.AX
totalCurrentAssets,4039000.0,1554000.0,2142000.0,OXT.AX
netTangibleAssets,3851000.0,4258000.0,5043000.0,OXT.AX
netReceivables,2024000.0,276000.0,329000.0,OXT.AX
inventory,1259000.0,801000.0,1065000.0,OXT.AX
accountsPayable,643000.0,612000.0,895000.0,OXT.AX
