Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,2018-12-31 00:00:00,ticker
researchDevelopment,,,,OXT.AX
effectOfAccountingCharges,,,,OXT.AX
incomeBeforeTax,-7002000,-5071000,-3851000,OXT.AX
minorityInterest,,,,OXT.AX
netIncome,-6090000,-4651000,-3549000,OXT.AX
sellingGeneralAdministrative,519000,410000,425000,OXT.AX
grossProfit,-3128000,-2168000,-1614000,OXT.AX
ebit,-6982000,-5047000,-3837000,OXT.AX
operatingIncome,-6982000,-5047000,-3837000,OXT.AX
otherOperatingExpenses,1704000,647000,698000,OXT.AX
interestExpense,-20000,-24000,-19000,OXT.AX
extraordinaryItems,,,,OXT.AX
nonRecurring,,,,OXT.AX
otherItems,,,,OXT.AX
incomeTaxExpense,-912000,-420000,-302000,OXT.AX
totalRevenue,241000,57000,25000,OXT.AX
totalOperatingExpenses,7223000,5104000,3862000,OXT.AX
costOfRevenue,3369000,2225000,1639000,OXT.AX
totalOtherIncomeExpenseNet,-20000,-24000,-14000,OXT.AX
discontinuedOperations,,,,OXT.AX
netIncomeFromContinuingOps,-6090000,-4651000,-3549000,OXT.AX
netIncomeApplicableToCommonShares,-6090000,-4651000,-3549000,OXT.AX
