Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
totalLiab,747524.0,24152.0,738401.0,GL1.AX
totalStockholderEquity,12633913.0,4049248.0,2277181.0,GL1.AX
otherCurrentLiab,7692.0,,625000.0,GL1.AX
totalAssets,13381437.0,4073400.0,3015582.0,GL1.AX
commonStock,13379801.0,4065750.0,2287000.0,GL1.AX
retainedEarnings,-1241480.0,-16502.0,-9819.0,GL1.AX
treasuryStock,495592.0,,,GL1.AX
otherAssets,1376.0,,,GL1.AX
cash,3627223.0,744412.0,1768259.0,GL1.AX
totalCurrentLiabilities,747524.0,24152.0,738401.0,GL1.AX
otherStockholderEquity,495592.0,,,GL1.AX
propertyPlantEquipment,4572571.0,3198802.0,1243769.0,GL1.AX
totalCurrentAssets,8807490.0,874598.0,1771813.0,GL1.AX
netTangibleAssets,12633913.0,4049248.0,2277181.0,GL1.AX
shortTermInvestments,5010000.0,,,GL1.AX
netReceivables,132334.0,130186.0,3554.0,GL1.AX
accountsPayable,93693.0,24152.0,113401.0,GL1.AX
