Breakdown,Value,ticker
sector,Communication Services,CNU.AX
fullTimeEmployees,817,CNU.AX
longBusinessSummary,"Chorus Limited provides fixed line communications infrastructure services in New Zealand. It offers phone and broadband services over copper and fiber networks for residential and business customers; and very high-speed digital subscriber line broadband services. The company also provides colocation services. Chorus Limited was founded in 2008 and is based in Wellington, New Zealand.",CNU.AX
city,Wellington,CNU.AX
phone,64 8 006 0100,CNU.AX
compensationAsOfEpochDate,1640908800,CNU.AX
country,New Zealand,CNU.AX
website,https://www.chorus.co.nz,CNU.AX
maxAge,86400,CNU.AX
address1,1 Willis Street,CNU.AX
industry,Telecom Services,CNU.AX
address2,Level 10,CNU.AX
