Breakdown,Value,ticker
zip,3000,BAS.AX
sector,Energy,BAS.AX
longBusinessSummary,"Bass Oil Limited, together with its subsidiaries, engages in the exploration, development, and production of oil and gas in Indonesia. It primarily holds a 55% interest in the Tangai-Sukananti KSO production assets located in South Sumatra, Indonesia. The company was formerly known as Bass Strait Oil Company Ltd and changed its name to Bass Oil Limited in March 2017. Bass Oil Limited was incorporated in 1965 and is based in Melbourne, Australia.",BAS.AX
city,Melbourne,BAS.AX
phone,61 3 9927 3000,BAS.AX
state,VIC,BAS.AX
compensationAsOfEpochDate,1609372800,BAS.AX
country,Australia,BAS.AX
website,https://www.bassoil.com.au,BAS.AX
maxAge,86400,BAS.AX
address1,11-19 Bank Place,BAS.AX
fax,61 3 9614 6533,BAS.AX
industry,Oil & Gas E&P,BAS.AX
address2,Level 5,BAS.AX
