Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
investments,-2835967000,-394283000,-58846000,JDO.AX
changeToLiabilities,-33114000,0,0,JDO.AX
totalCashflowsFromInvestingActivities,-2848644000,-400100000,-61091000,JDO.AX
netBorrowings,3032580000,408960000,84663000,JDO.AX
totalCashFromFinancingActivities,4694029000,2086863000,367377000,JDO.AX
changeToOperatingActivities,-1724799000,-1552514000,-227184000,JDO.AX
issuanceOfStock,502349000,398465000,180463000,JDO.AX
netIncome,28808000,-50844000,-27966000,JDO.AX
changeInCash,133898000,117805000,53905000,JDO.AX
totalCashFromOperatingActivities,-1711487000,-1568958000,-252381000,JDO.AX
depreciation,1740000,1555000,340000,JDO.AX
otherCashflowsFromFinancingActivities,1159100000,1279438000,102251000,JDO.AX
changeToNetincome,13965000,31778000,2275000,JDO.AX
capitalExpenditures,-134000,-1917000,-321000,JDO.AX
