Breakdown,Value,ticker
zip,1010,TWR.AX
sector,Financial Services,TWR.AX
longBusinessSummary,"Tower Limited provides general insurance products in New Zealand and the Pacific Islands. Its insurance products include car, contents, renters', house, landlord, business, travel, boat, motorbike, electric vehicle, lifestyle block and farm, motorhome, and caravan or trailer insurance. The company was founded in 1869 and is headquartered in Auckland, New Zealand.",TWR.AX
city,Auckland,TWR.AX
phone,64 9 985 1558,TWR.AX
compensationAsOfEpochDate,1640908800,TWR.AX
country,New Zealand,TWR.AX
website,https://www.tower.co.nz,TWR.AX
maxAge,86400,TWR.AX
address1,136 Fanshawe Street,TWR.AX
industry,Insurance—Diversified,TWR.AX
address2,Level 5,TWR.AX
