Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
investments,-87951,-87951,-87951,-87951,OKU.AX
changeToLiabilities,41468,76960,46722,-9797,OKU.AX
totalCashflowsFromInvestingActivities,-10029837,-9808020,-11172317,-11441221,OKU.AX
totalCashFromFinancingActivities,9464726,17459323,219090,15932348,OKU.AX
issuanceOfStock,10000000,17459323,219090,15932348,OKU.AX
netIncome,-6726944,-1635814,-1006272,-1803491,OKU.AX
changeInCash,-1719612,6169888,-11839132,3573685,OKU.AX
effectOfExchangeRate,-11522,-102159,10391,4270,OKU.AX
totalCashFromOperatingActivities,-1142979,-1379256,-896296,-921712,OKU.AX
depreciation,1672,1236,1218,368,OKU.AX
changeToAccountReceivables,-1765,-8325,68971,-27529,OKU.AX
otherCashflowsFromFinancingActivities,-535274,-535274,-535274,-535274,OKU.AX
changeToNetincome,5542590,186687,-6935,918737,OKU.AX
capitalExpenditures,-10054224,-9652098,-11048125,-11103377,OKU.AX
