Breakdown,Value,ticker
zip,2065,TMZ.AX
sector,Basic Materials,TMZ.AX
longBusinessSummary,"Thomson Resources Ltd engages in the discovery, exploration, delineation, and development of base and precious metals in Australia. It primarily explores for gold, tin, copper, lead, zinc, and silver deposits. The company holds 100% interests in the Webbs and Conrad Silver projects located in the New England Fold belt, New South Wales. It also holds interests in the Cannington Silver project situated in Queensland; the Barellan gold project located within the Wagga-Omeo segment of the Lachlan Fold Belt; and the Yalgogrin Gold, the Harry Smith Gold, and the Bygoo Tin projects located in Lachlan Fold Belt, central New South Wales. In addition, the company has an agreement to acquire a 100% interest the Texas Silver project situated in the Southern Queensland; a 100% interest in the Hortons Gold project located in the New England Fold Belt; and a 90% interest in the Chillagoe Gold project situated in the Far North Queensland. Further, it has an option to acquire a 70% interest in the Mt Carrington Gold-Silver project located in the northern New South Wales. Thomson Resources Ltd was incorporated in 2009 and is based in St Leonards, Australia.",TMZ.AX
city,St Leonards,TMZ.AX
phone,61 2 9906 6225,TMZ.AX
state,NSW,TMZ.AX
compensationAsOfEpochDate,1640908800,TMZ.AX
country,Australia,TMZ.AX
website,https://www.thomsonresources.com.au,TMZ.AX
maxAge,86400,TMZ.AX
address1,80 Chandos Street,TMZ.AX
fax,61 2 9906 5233,TMZ.AX
industry,Other Industrial Metals & Mining,TMZ.AX
address2,Level 1,TMZ.AX
